sire,dim_0,dim_1,sire_line,n_runners,avg_distance,overall_top3_rate,overall_win_rate,mstn_allele_c,mstn_allele_t,dist_sprint_rate,dist_mile_rate,dist_middle_rate,dist_long_rate,surf_芝_rate,surf_ダート_rate,surf_芝_top3,surf_ダート_top3
タリスマニックTalismanic(英),0.6117451467618129,-0.42905367709872017,デインヒル系,34,1821.111111111111,0.3235294117647059,0.08823529411764706,0.4,0.6,0.5555555555555556,0.0,0.2222222222222222,0.2222222222222222,0.23529411764705882,0.029411764705882353,0.375,0.0
タワーオブロンドン,-1.1451535938256474,-0.6404537092195336,サンデーサイレンス系,61,1637.857142857143,0.19672131147540983,0.03278688524590164,0.4,0.6,0.5714285714285714,0.21428571428571427,0.0,0.21428571428571427,0.18032786885245902,0.04918032786885246,0.09090909090909091,0.0
ダイワメジャー,1.0608211955885642,0.7350331370787827,サンデーサイレンス系,65,1557.3333333333333,0.24615384615384617,0.07692307692307693,0.5,0.5,0.43333333333333335,0.26666666666666666,0.23333333333333334,0.06666666666666667,0.46153846153846156,0.0,0.26666666666666666,0.0
ダノンキングリー,-3.4261918073745132,1.8661371966018698,サンデーサイレンス系,22,1700.0,0.09090909090909091,0.045454545454545456,0.4,0.6,0.0,0.5,0.5,0.0,0.2727272727272727,0.0,0.0,0.0
ダノンスマッシュ,-3.8343706986356625,-1.4028227752665325,サンデーサイレンス系,46,1542.857142857143,0.17391304347826086,0.021739130434782608,0.8,0.2,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.0,0.15217391304347827,0.0,0.0,0.0
ダノンバラード,-0.3453693740949233,2.5675213401743866,サンデーサイレンス系,72,2088.6486486486488,0.19444444444444445,0.05555555555555555,0.4,0.6,0.02702702702702703,0.08108108108108109,0.6486486486486487,0.24324324324324326,0.4583333333333333,0.05555555555555555,0.15151515151515152,0.0
ダノンプレミアム,-1.2062455740088187,-0.44536091285825447,サンデーサイレンス系,59,1600.0,0.1864406779661017,0.06779661016949153,0.4,0.6,0.2,0.4666666666666667,0.3333333333333333,0.0,0.2542372881355932,0.0,0.13333333333333333,0.0
ダノンレジェンド,-0.6894834274337515,-6.44266654345764,デピュティミニスター系,49,1200.0,0.3469387755102041,0.16326530612244897,0.4,0.6,1.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0
ディスクリートキャットDiscreet Cat(米),-0.4123395084495273,-2.767752607396089,ストームキャット系,60,1311.111111111111,0.25,0.06666666666666667,0.4,0.6,0.5555555555555556,0.4444444444444444,0.0,0.0,0.15,0.0,0.2222222222222222,0.0
ディープインパクト,4.888174994211855,3.336092099213346,サンデーサイレンス系,44,2013.6,0.36363636363636365,0.09090909090909091,0.0,1.0,0.08,0.12,0.52,0.28,0.5227272727272727,0.045454545454545456,0.391304347826087,0.0
ディープブリランテ,-1.3782986634899406,1.7136236544684205,サンデーサイレンス系,32,2250.0,0.1875,0.0,0.4,0.6,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.15625,0.0625,0.2,0.0
ディーマジェスティ,-1.0417494062803956,0.8979780546799699,サンデーサイレンス系,42,1966.923076923077,0.23809523809523808,0.09523809523809523,0.4,0.6,0.0,0.3076923076923077,0.5384615384615384,0.15384615384615385,0.2857142857142857,0.023809523809523808,0.16666666666666666,0.0
デクラレーションオブウォー,-0.6948743469635401,-0.5591198488730444,ノーザンダンサー系,73,2162.5,0.1917808219178082,0.1095890410958904,0.4,0.6,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.1643835616438356,0.0,0.3333333333333333,0.0
トーセンラー,-1.141185380745769,2.039755545489235,サンデーサイレンス系,30,1996.6666666666667,0.23333333333333334,0.1,0.4,0.6,0.25,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.2,0.0
ドゥラメンテ,3.231477495929986,0.8764204208307751,キングカメハメハ系,95,2148.0,0.29473684210526313,0.08421052631578947,0.5,0.5,0.0,0.075,0.65,0.275,0.4,0.021052631578947368,0.2894736842105263,0.0
ドレフォンDrefong(米),4.3869291897997424,-2.0987077061215365,ミスタープロスペクター系,199,2030.0,0.31155778894472363,0.09045226130653267,0.4,0.6,0.20689655172413793,0.1724137931034483,0.3103448275862069,0.3103448275862069,0.11055276381909548,0.035175879396984924,0.36363636363636365,0.2857142857142857
ナダルNadal(米),1.7933336360151915,-4.847950308871662,ストームキャット系,63,1800.0,0.38095238095238093,0.12698412698412698,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ニューイヤーズデイ,-0.2142085965988732,-2.2051057998424963,ミスタープロスペクター系,80,1810.0,0.25,0.1,0.4,0.6,0.25,0.375,0.125,0.25,0.0875,0.0125,0.14285714285714285,0.0
ノーブルミッションNoble Mission(英),-5.805547021852893,0.0028455016084234044,デインヒル系,22,1560.0,0.0,0.0,0.4,0.6,0.2,0.6,0.2,0.0,0.22727272727272727,0.0,0.0,0.0
ハーツクライ,3.284899626718589,3.2377162703775473,サンデーサイレンス系,83,2211.6326530612246,0.30120481927710846,0.08433734939759036,0.0,1.0,0.04081632653061224,0.061224489795918366,0.5306122448979592,0.3673469387755102,0.5180722891566265,0.07228915662650602,0.23255813953488372,0.16666666666666666
ハービンジャーHarbinger(英),2.7604432808883,0.8159244344454899,デインヒル系,74,1893.3333333333333,0.32432432432432434,0.06756756756756757,0.4,0.6,0.09090909090909091,0.15151515151515152,0.6363636363636364,0.12121212121212122,0.43243243243243246,0.013513513513513514,0.375,0.0
バゴBago(仏),0.8640607775712061,2.3210222101970825,サドラーズウェルズ系,26,2207.2727272727275,0.23076923076923078,0.15384615384615385,0.4,0.6,0.0,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.38461538461538464,0.038461538461538464,0.2,0.0
パイロPyro(米),0.8337770755897161,-2.8758279893180334,エーピーインディ系,79,2130.0,0.31645569620253167,0.10126582278481013,0.4,0.6,0.0,0.5,0.0,0.5,0.02531645569620253,0.0,0.0,0.0
ビッグアーサー,-0.08164136243399477,-0.6360476283693375,サンデーサイレンス系,74,1300.0,0.20270270270270271,0.06756756756756757,0.4,0.6,0.6428571428571429,0.32142857142857145,0.03571428571428571,0.0,0.3783783783783784,0.0,0.2857142857142857,0.0
ビーチパトロールBeach Patrol(米),-0.7359547954000462,3.1997921124651776,エーピーインディ系,24,2176.3636363636365,0.16666666666666666,0.08333333333333333,0.4,0.6,0.0,0.0,0.7272727272727273,0.2727272727272727,0.4166666666666667,0.041666666666666664,0.2,0.0
ファインニードル,1.224282155116823,-2.2807011749674375,サンデーサイレンス系,49,1254.5454545454545,0.2857142857142857,0.14285714285714285,0.4,0.6,0.7272727272727273,0.2727272727272727,0.0,0.0,0.22448979591836735,0.0,0.45454545454545453,0.0
フィエールマン,-1.8519964986481945,3.3292130407691807,サンデーサイレンス系,45,1941.6,0.13333333333333333,0.044444444444444446,0.4,0.6,0.08,0.12,0.68,0.12,0.5333333333333333,0.022222222222222223,0.16666666666666666,0.0
フィレンツェファイア,-2.953597354500591,-1.0777135548788983,サンデーサイレンス系,34,1400.0,0.14705882352941177,0.058823529411764705,0.4,0.6,0.5,0.25,0.25,0.0,0.11764705882352941,0.0,0.0,0.0
フォーウィールドライブFour Wheel Drive(米),-1.2328523886748621,-0.8697795050616938,ストームキャット系,50,1607.5,0.2,0.1,0.4,0.6,0.5,0.125,0.25,0.125,0.16,0.0,0.375,0.0
ブラックタイド,4.340039351050816,2.3613899137787997,サンデーサイレンス系,36,2302.8571428571427,0.3611111111111111,0.16666666666666666,0.05,0.95,0.0,0.0,0.6190476190476191,0.38095238095238093,0.5277777777777778,0.05555555555555555,0.47368421052631576,0.0
ブリックスアンドモルタルBricks and Mortar(米),1.3925851443115063,-0.7323024280803739,ストームキャット系,124,1906.842105263158,0.24193548387096775,0.07258064516129033,0.4,0.6,0.10526315789473684,0.15789473684210525,0.6052631578947368,0.13157894736842105,0.2903225806451613,0.016129032258064516,0.19444444444444445,0.0
ヘニーヒューズHenny Hughes(米),1.280091424579107,-3.665309358160634,ストームキャット系,71,2080.0,0.352112676056338,0.1267605633802817,0.4,0.6,0.25,0.25,0.0,0.5,0.056338028169014086,0.0,0.0,0.0
ベンバトルBenbatl(英),-1.9863986860797305,3.601068000427795,サドラーズウェルズ系,33,1847.0588235294117,0.15151515151515152,0.030303030303030304,0.4,0.6,0.058823529411764705,0.11764705882352941,0.8235294117647058,0.0,0.5151515151515151,0.0,0.11764705882352941,0.0
ホッコータルマエ,-0.4097841180467642,-2.2406751887411005,キングカメハメハ系,93,2882.8571428571427,0.22580645161290322,0.07526881720430108,0.5,0.5,0.0,0.0,0.0,1.0,0.03225806451612903,0.043010752688172046,0.0,0.0
ポエティックフレアPoetic Flare(愛),1.7550900558695786,-1.0420216189656013,デインヒル系,21,1714.2857142857142,0.38095238095238093,0.14285714285714285,0.4,0.6,0.0,0.42857142857142855,0.5714285714285714,0.0,0.3333333333333333,0.0,0.2857142857142857,0.0
マインドユアビスケッツMind Your Biscuits(米),-1.3188390992907169,-0.5229226814467302,ストームキャット系,86,2286.6666666666665,0.1511627906976744,0.05813953488372093,0.4,0.6,0.08333333333333333,0.0,0.5,0.4166666666666667,0.11627906976744186,0.023255813953488372,0.1,0.0
マクフィMakfi(英),-2.766616008282234,-0.8209938167967187,デインヒル系,61,1638.3333333333333,0.14754098360655737,0.04918032786885246,0.4,0.6,0.4166666666666667,0.16666666666666666,0.3333333333333333,0.08333333333333333,0.19672131147540983,0.0,0.08333333333333333,0.0
マジェスティックウォリアーMajestic Warrior(米),-4.598124753876813,0.23731569684309559,エーピーインディ系,71,3002.5,0.056338028169014086,0.028169014084507043,0.4,0.6,0.0,0.0,0.0,1.0,0.028169014084507043,0.028169014084507043,0.0,0.0
マテラスカイ,-3.382115745902752,-1.1396206928727175,サンデーサイレンス系,32,1600.0,0.21875,0.09375,0.4,0.6,0.0,0.6666666666666666,0.3333333333333333,0.0,0.09375,0.0,0.0,0.0
ミスターメロディ,-1.8837337315261984,-1.474701736743378,サンデーサイレンス系,40,1377.7777777777778,0.175,0.075,0.4,0.6,0.4444444444444444,0.5555555555555556,0.0,0.0,0.225,0.0,0.1111111111111111,0.0
ミスチヴィアスアレックスMischevious Alex(米),-2.7946608328713705,-2.88342159951747,ストームキャット系,39,1200.0,0.23076923076923078,0.05128205128205128,0.4,0.6,1.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.0
ミッキーアイル,0.7795699457146611,-1.9236888991538612,サンデーサイレンス系,92,1608.4615384615386,0.25,0.05434782608695652,0.5,0.5,0.34615384615384615,0.34615384615384615,0.15384615384615385,0.15384615384615385,0.2826086956521739,0.0,0.19230769230769232,0.0
モズアスコット,1.880129006018912,-1.7697567610076737,サンデーサイレンス系,82,1522.2222222222222,0.2926829268292683,0.0975609756097561,0.4,0.6,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.0,0.21951219512195122,0.0,0.2222222222222222,0.0
モーニン,-3.9457873316093512,0.09873464132870369,その他,48,1800.0,0.125,0.0,0.4,0.6,0.0,0.5,0.5,0.0,0.041666666666666664,0.0,0.0,0.0
モーリス,2.4060076708802915,-0.1813597014898251,ロベルト系,141,1735.1063829787233,0.23404255319148937,0.07801418439716312,0.5,0.5,0.2765957446808511,0.19148936170212766,0.44680851063829785,0.0851063829787234,0.3191489361702128,0.014184397163120567,0.24444444444444444,0.0
ラブリーデイ,0.07888121138959074,0.39531146461918537,サンデーサイレンス系,35,1851.3333333333333,0.22857142857142856,0.08571428571428572,0.4,0.6,0.2,0.26666666666666666,0.4,0.13333333333333333,0.37142857142857144,0.05714285714285714,0.15384615384615385,0.0
リアルインパクト,-2.676768519796689,0.8138293292336201,サンデーサイレンス系,31,1971.6666666666667,0.16129032258064516,0.06451612903225806,0.4,0.6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.16129032258064516,0.03225806451612903,0.4,0.0
リアルスティール,1.9807133937294539,1.6641955818733045,サンデーサイレンス系,138,1901.111111111111,0.2246376811594203,0.06521739130434782,0.3,0.7,0.037037037037037035,0.16666666666666666,0.6851851851851852,0.1111111111111111,0.391304347826087,0.0,0.24074074074074073,0.0
リオンディーズ,2.621389483771124,-0.6436093620434853,サンデーサイレンス系,147,1820.0,0.2585034013605442,0.10204081632653061,0.4,0.6,0.15789473684210525,0.18421052631578946,0.5526315789473685,0.10526315789473684,0.24489795918367346,0.013605442176870748,0.2777777777777778,0.0
ルヴァンスレーヴ,2.0895294871211223,-2.95784471837335,サンデーサイレンス系,106,1700.0,0.3490566037735849,0.14150943396226415,0.4,0.6,0.0,0.5,0.5,0.0,0.018867924528301886,0.0,0.0,0.0
ルーラーシップ,1.529588492573831,1.9295769462299062,キングカメハメハ系,124,1933.3333333333333,0.20967741935483872,0.07258064516129033,0.5,0.5,0.044444444444444446,0.15555555555555556,0.6222222222222222,0.17777777777777778,0.3629032258064516,0.0,0.26666666666666666,0.0
レイデオロ,5.748287863256775,0.7914751696925212,キングカメハメハ系,125,2045.0746268656717,0.328,0.12,0.5,0.5,0.014925373134328358,0.08955223880597014,0.6417910447761194,0.2537313432835821,0.536,0.0,0.3283582089552239,0.0
レッドファルクス,-1.5439491712940885,-0.6469689706357075,サンデーサイレンス系,38,1557.5,0.23684210526315788,0.13157894736842105,0.4,0.6,0.5,0.25,0.125,0.125,0.21052631578947367,0.0,0.125,0.0
ロゴタイプ,-5.640651664400598,0.9084379277724415,サンデーサイレンス系,27,1906.25,0.07407407407407407,0.037037037037037035,0.4,0.6,0.125,0.5,0.125,0.25,0.2222222222222222,0.07407407407407407,0.0,0.0
ロジャーバローズ,0.774921867872766,2.946362058082051,サンデーサイレンス系,38,1778.5714285714287,0.21052631578947367,0.05263157894736842,0.4,0.6,0.21428571428571427,0.07142857142857142,0.6428571428571429,0.07142857142857142,0.3684210526315789,0.0,0.35714285714285715,0.0
ロージズインメイRoses in May(米),-2.7214549141698137,0.25797724079412115,エーピーインディ系,26,2900.0,0.23076923076923078,0.038461538461538464,0.4,0.6,0.0,0.0,0.0,1.0,0.07692307692307693,0.07692307692307693,0.0,0.0
ロードカナロア,2.8594905458927107,-2.644137457114407,キングカメハメハ系,221,1667.4603174603174,0.3167420814479638,0.09954751131221719,1.0,0.0,0.31746031746031744,0.2698412698412698,0.31746031746031744,0.09523809523809523,0.27601809954751133,0.00904977375565611,0.2786885245901639,0.0
ヴァンゴッホ,-3.2706113582096474,-2.8641518744165624,デインヒル系,29,1300.0,0.1724137931034483,0.034482758620689655,0.4,0.6,0.5,0.5,0.0,0.0,0.06896551724137931,0.0,0.0,0.0
ヴィクトワールピサ,-2.400767796425857,2.4946591809944025,サンデーサイレンス系,33,2382.1428571428573,0.15151515151515152,0.030303030303030304,0.4,0.6,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.5714285714285714,0.2727272727272727,0.15151515151515152,0.3333333333333333,0.0
